,Unnamed: 0,calories,calfromfat,fat,satfat,transfat,cho,sodium,charbo,dietfac,sugar,protein,brand
15141,Chia Banana Max Smoothie,880,260,29g,6g,0g,40mg,190mg,130g,15g,97g,38g,Tropical Smoothie Cafe
15142,Detox Island Green Smoothie,180,0,0g,0g,0g,0mg,35mg,43g,5g,29g,4g,Tropical Smoothie Cafe
15143,Island Green Smoothie,410,0,0g,0g,0g,0mg,35mg,102g,4g,88g,3g,Tropical Smoothie Cafe
15144,Jetty Punch Smoothie,370,0,0g,0g,0g,0mg,5mg,94g,5g,77g,2g,Tropical Smoothie Cafe
15145,Kiwi Quencher Smoothie,450,0,0g,0g,0g,0mg,45mg,111g,11g,94g,2g,Tropical Smoothie Cafe
15146,Lean Machine Smoothie,490,0,0g,0g,0g,0mg,10mg,124g,5g,107g,2g,Tropical Smoothie Cafe
15147,Mango Magic Smoothie,400,0,0g,0g,0g,0mg,35mg,98g,11g,81g,3g,Tropical Smoothie Cafe
15148,Mocha Madness Smoothie,660,45,5g,4g,0g,0mg,150mg,152g,11g,132g,6g,Tropical Smoothie Cafe
15149,Orange Ginger Glow Smoothie,420,0,0g,0g,0g,0mg,90mg,105g,6g,91g,3g,Tropical Smoothie Cafe
15150,Paradise Point Smoothie,430,0,0g,0g,0g,0mg,0mg,110g,6g,92g,3g,Tropical Smoothie Cafe
15151,Peanut Butter Cup Smoothie,710,180,20g,8g,0g,0mg,250mg,127g,7g,107g,12g,Tropical Smoothie Cafe
15152,Pomegranate Plunge Smoothie,520,0,0g,0g,0g,0mg,15mg,131g,3g,121g,1g,Tropical Smoothie Cafe
15153,Strawberry Limeade Smoothie,470,0,0g,0g,0g,0mg,15mg,117g,2g,112g,0g,Tropical Smoothie Cafe
15154,Sunrise Sunset Smoothie,360,0,0g,0g,0g,0mg,10mg,89g,2g,82g,2g,Tropical Smoothie Cafe
15155,Sunshine Smoothie,390,0,0g,0g,0g,0mg,5mg,98g,4g,87g,2g,Tropical Smoothie Cafe
15156,Triple Berry Oat Smoothie,410,40,4.5g,0g,0g,20mg,25mg,83g,7g,56g,15g,Tropical Smoothie Cafe
15157,Multivitamin,15,0,0g,0g,0g,0mg,0mg,4g,0g,0g,0g,Tropical Smoothie Cafe
15158,Pea Protein Powder,150,20,2g,1g,0g,0mg,530mg,4g,1g,0g,28g,Tropical Smoothie Cafe
15159,Probiotic,20,0,0g,0g,0g,0mg,0mg,6g,0g,0g,0g,Tropical Smoothie Cafe
15160,Soy Protein Powder,110,5,0.5g,0g,0g,0mg,70mg,6g,0g,0g,22g,Tropical Smoothie Cafe
15161,Vitamin B12,15,0,0g,0g,0g,0mg,0mg,4g,0g,0g,0g,Tropical Smoothie Cafe
15162,Vitamin C Immune Complex,20,0,0g,0g,0g,0mg,0mg,5g,0g,5g,0g,Tropical Smoothie Cafe
15163,Whey Protein Powder,100,20,2g,0g,0g,40mg,30mg,2g,0g,2g,22g,Tropical Smoothie Cafe
15164,Cali Chicken Club Toasted Flatbread,570,250,29g,7g,0g,75mg,1520mg,47g,6g,2g,30g,Tropical Smoothie Cafe
15165,Chicken Apple Club Toasted Flatbread,580,260,29g,10g,0g,90mg,1330mg,49g,3g,8g,32g,Tropical Smoothie Cafe
15166,Chicken Bacon Ranch Toasted Flatbread,500,200,23g,8g,0g,85mg,1270mg,44g,3g,3g,31g,Tropical Smoothie Cafe
15167,Chicken Pesto Toasted Flatbread,430,140,16g,5g,0g,65mg,1090mg,43g,3g,2g,28g,Tropical Smoothie Cafe
15168,Chipotle Chicken Club Toasted Flatbread,490,210,24g,6g,0g,70mg,1170mg,42g,3g,2g,27g,Tropical Smoothie Cafe
15169,Chicken Caprese Pressed Sandwich,730,270,30g,10g,0g,125mg,1480mg,64g,1g,5g,45g,Tropical Smoothie Cafe
15170,Chicken Caprese with Bacon Pressed Sandwich,790,310,35g,12g,0g,135mg,1730mg,64g,1g,5g,49g,Tropical Smoothie Cafe
15171,Cuban Pressed Sandwich,790,370,42g,14g,0g,105mg,2020mg,64g,0g,2g,35g,Tropical Smoothie Cafe
15172,Baja Chicken Toasted Wrap,640,220,24g,8g,0g, 95mg,1700mg,67g,7g,5g,38g,Tropical Smoothie Cafe
15173,Buffalo Chicken Toasted Wrap,510,180,21g,7g,0g,90mg,2080mg,44g,3g,3g,34g,Tropical Smoothie Cafe
15174,Caribbean Jerk Chicken Toasted Wrap,590,150,17g,8g,0g,95mg,1560mg,74g,5g,15g,37g,Tropical Smoothie Cafe
15175,Hummus Veggie Toasted Wrap,740,330,38g,8g,0g,25mg,1410mg,83g,11g,10g,18g,Tropical Smoothie Cafe
15176,Supergreen Caesar Chicken Toasted Wrap,610,280,31g,11g,0g ,120mg,1460mg,42g,3g,2g,37g,Tropical Smoothie Cafe
15177,Thai Chicken Toasted Wrap,500,130,15g,3g,0g, 65mg,1350mg,62g,3g,12g,30g,Tropical Smoothie Cafe
15178,Chicken Bowl,760,99,11g,3g,0g,155mg,2455mg,123g,1g,36g,38g,WaBa Grill
15179,Jumbo Shrimp Bowl,540,9,1g,0g,0g,130mg,2241mg,109g,1g,24g,19g,WaBa Grill
15180,Organic Tofu Bowl,670,99,11g,2g,0g,0mg,1593mg,109g,1g,24g,23g,WaBa Grill
15181,Rib-Eye Steak Bowl,780,162,18g,8g,1g,68mg,2026mg,121g,1g,33g,29g,WaBa Grill
15182,WaBa Chicken & Steak Bowl,800,144,16g,6g,1g,125mg,2212mg,122g,1g,35g,37g,WaBa Grill
15183,Wild Caught Salmon Bowl,600,27,3g,0.5g,0g,45mg,1884mg,110g,1g,25g,28g,WaBa Grill
15184,Family Broccoli,120,9,1g,0g,0g,0mg,120mg,24g,8g,6g,10g,WaBa Grill
15185,Family Broccoli & Carrots,130,9,1g,0g,0g,0mg,175mg,30g,9g,10g,7g,WaBa Grill
15186,Family Brown Rice,640,45,5g,1g,0g,0mg,23mg,133g,9g,0g,13g,WaBa Grill
15187,Family Chicken,1230,405,45g,14g,0g,689mg,4400mg,70g,0g,60g,140g,WaBa Grill
15188,Family Mixed Veggies,150,5,0.5g,0g,0g,0mg,180mg,35g,50g,14g,8g,WaBa Grill
15189,Family Organic Tofu,900,333,37g,7g,0g,0mg,3230mg,56g,0g,48g,59g,WaBa Grill
15190,Family Pork Veggie Dumplings,840,270,30g,8g,0g,100mg,4620mg,152g,0g,44g,28g,WaBa Grill
15191,Family Rib-Eye Steak,1510,702,78g,35g,5g,312mg,4363mg,91g,1g,75g,103g,WaBa Grill
15192,Family Salad,360,270,30g,4.5g,0g,0mg,1034mg,30g,1g,26g,2g,WaBa Grill
15193,Family Sweet & Spicy Chicken,1100,405,45g,14g,0g,689mg,4400mg,65g,0g,55g,140g,WaBa Grill
15194,Family WaBa Chicken & Steak,1460,594,66g,25.5g,3g,570mg,4432mg,81g,0g,68g,135g,WaBa Grill
15195,Family White Rice,740,9,1g,0g,0g,0mg,6mg,162g,2g,1g,13g,WaBa Grill
15196,Chicken & Veggies Mini Bowl,310,45,5g,1g,0g,69mg,858mg,48g,8g,14g,18g,WaBa Grill
15197,Chicken Mini Bowl,340,45,5g,1g,0g,69mg,831mg,55g,1g,12g,17g,WaBa Grill
15198,Organic Tofu & Veggies Mini Bowl,330,63,7g,1g,0g,0mg,828mg,48g,8g,14g,14g,WaBa Grill
15199,Organic Tofu Mini Bowl,370,63,7g,1g,0g,0mg,801mg,55g,1g,12g,14g,WaBa Grill
15200,Sweet & Spicy Chicken & Veggies Mini Bowl,290,54,6g,2g,0g,86mg,481mg,40g,8g,8g,21g,WaBa Grill
15201,Chicken Plate,950,135,15g,5g,0g,224mg,2905mg,146g,3g,48g,54g,WaBa Grill
15202,Jumbo Shrimp Plate,660,9,1g,0g,0g,174mg,2866mg,132g,3g,36g,25g,WaBa Grill
15203,Organic Tofu Plate,830,126,14g,3g,0g,0mg,2002mg,132g,3g,36g,30g,WaBa Grill
15204,Rib-Eye Steak Plate,1070,252,28g,12g,2g,107mg,2761mg,153g,3g,53g,44g,WaBa Grill
15205,WaBa Chicken & Steak Plate,980,189,21g,8g,1g,194mg,2410mg,141g,3g,44g,53g,WaBa Grill
15206,Wild Caught Salmon Plate,730,41,4.5g,1g,0g,68mg,2054mg,127g,3g,32g,40g,WaBa Grill
15207,Signature House Salad,470,216,24g,4g,0g,123mg,608mg,20g,3g,5g,45g,WaBa Grill
15208,Spicy Asian Salad,530,180,20g,3g,0g,108mg,1558mg,43g,5g,22g,49g,WaBa Grill
15209,Garlic Serrano Sauce,45,9,1g,0g,0g,0mg,660mg,8g,0g,6g,1g,WaBa Grill
15210,Ranch Dressing,150,144,16g,2.5g,0g,15mg,370mg,1g,0g,1g,1g,WaBa Grill
15211,Spicy Sesame Dressing,70,36,4g,0.5g,0g,0mg,550mg,8g,0g,7g,1g,WaBa Grill
15212,Spicy Waba Sauce,55,0,0g,0g,0g,0mg,610mg,12g,0g,10g,0g,WaBa Grill
15213,Sweet Chili Sauce,50,0,0g,0g,0g,0mg,780mg,13g,0g,11g,0g,WaBa Grill
15214,Waba Sauce,60,0,0g,0g,0g,0mg,780mg,14g,0g,12g,0g,WaBa Grill
15215,WaBa Sesame Dressing,110,90,10g,1.5g,0g,0mg,330mg,8g,0g,8g,0g,WaBa Grill
15216,Avocado,150,126,14g,2g,0g,0mg,5mg,8g,6g,1g,2g,WaBa Grill
15217,Miso Soup,30,0,0g,0g,0g,0mg,840mg,3g,0g,3g,2g,WaBa Grill
15218,Side of Brown Rice,320,18,2g,0.5g,0g,0mg,11mg,67g,5g,0g,7g,WaBa Grill
15219,Side of Chicken,270,90,10g,3g,0g,155mg,893mg,14g,0g,12g,32g,WaBa Grill
15220,Side of Salad,190,0,0g,0g,0g,0mg,704mg,46g,1g,38g,2g,WaBa Grill
15221,Side of Salmon,140,23,2.5g,0.5g,0g,45mg,711mg,8g,0g,7g,21g,WaBa Grill
15222,Side of Shrimp,50,0,0g,0g,0g,43mg,616mg,7g,0g,6g,4g,WaBa Grill
15223,Side of Steak,290,153,17g,8g,1g,68mg,688mg,13g,0g,11g,22g,WaBa Grill
15224,Side of Steamed Veggies,50,0,0g,0g,0g,0mg,63mg,11g,13g,5g,2g,WaBa Grill
15225,Side of Tofu,270,90,10g,2g,0g,0mg,1200mg,21g,0g,18g,16g,WaBa Grill
15226,Side of White Rice,370,9,1g,2g,0g,0mg,3mg,81g,1g,0g,7g,WaBa Grill
15227,Chicken Veggie Bowl,710,99,11g,3g,0g,155mg,2505mg,113g,17g,40g,39g,WaBa Grill
15228,Jumbo Shrimp Veggie Bowl,530,9,1g,0g,0g,130mg,2680mg,106g,17g,34g,20g,WaBa Grill
15229,Organic Tofu Veggie Bowl,600,99,11g,2g,0g,0mg,1612mg,93g,9g,26g,22g,WaBa Grill
15230,Rib-Eye Steak Veggie Bowl,670,153,17g,8g,1g,68mg,1520mg,98g,17g,27g,30g,WaBa Grill
15231,WaBa Chicken & Steak Veggie Bowl,770,144,16g,6g,0g,125mg,2513mg,116g,17g,42g,38g,WaBa Grill
15232,Wild Caught Salmon Veggie Bowl,580,27,3g,1g,0g,45mg,2323mg,107g,17g,35g,29g,WaBa Grill
15233,American Cheese,50,36,4g,3g,0g,15mg,250mg,0g,0g,0g,3g,Waffle House
15234,Bacon,140,108,12g,4g,0g,30mg,520mg,0g,0g,0g,8g,Waffle House
15235,Cheesesteak,130,63,7g,3g,0g,50mg,300mg,0g,0g,0g,16g,Waffle House
15236,City Ham Add On,110,27,3g,1g,0g,30mg,740mg,7g,0g,5g,15g,Waffle House
15237,Country Ham,210,81,9g,3g,0g,95mg,1720mg,0g,0g,0g,32g,Waffle House
15238,Grilled Chicken,140,27,3g,1g,0g,90mg,930mg,1g,1g,0g,29g,Waffle House
15239,Grits,90,27,3g,1g,0g,0mg,300mg,16g,1g,0g,1g,Waffle House
15240,Hashbrowns Add On,190,63,7g,3g,0g,0mg,240mg,29g,3g,0g,3g,Waffle House
15241,Sausage,260,216,24g,8g,0g,50mg,510mg,1g,0g,0g,10g,Waffle House
15242,Scrambled Egg,90,63,7g,2g,0g,185mg,60mg,1g,0g,1g,6g,Waffle House
15243,Sliced Tomatoes,10,0,0g,0g,0g,0mg,0mg,2g,1g,2g,1g,Waffle House
15244,Bacon & Egg Breakfast Sandwich,360,189,21g,?,0g,215mg,840mg,27g,1g,4g,18g,Waffle House
15245,Bacon Biscuit,471,297,33g,17g,0g,20mg,1250mg,34g,1g,1g,10g,Waffle House
15246,Bacon Breakfast Sandwich,270,126,14g,4g,0g,30mg,780mg,26g,1g,3g,12g,Waffle House
15247,"Bacon, Egg & Cheese Biscuit",611,396,44g,22g,0g,220mg,1560mg,35g,1g,2g,19g,Waffle House
15248,"Bacon, Egg & Cheese Breakfast Sandwich",410,225,25g,9g,0g,230mg,1090mg,27g,1g,4g,21g,Waffle House
15249,"Bacon, Egg & Cheese Grits Bowl",330,189,21g,8g,1g,220mg,960mg,17g,1g,1g,16g,Waffle House
15250,"Bacon, Egg & Cheese Hashbrown Bowl",801,432,48g,18g,0g,425mg,1630mg,62g,5g,4g,30g,Waffle House
15251,Chicken Biscuit,521,252,28g,15g,0g,90mg,1830mg,35g,2g,1g,34g,Waffle House
15252,City Ham Biscuits,871,477,53g,28g,0g,30mg,2540mg,75g,2g,7g,25g,Waffle House
15253,Classic Waffle,410,162,18g,10g,0g,50mg,870mg,55g,2g,15g,8g,Waffle House
15254,Country Ham & Two Scrambled Eggs,641,297,33g,9g,0g,925mg,2105mg,5g,2g,3g,83g,Waffle House
15255,Country Ham Biscuits,971,540,60g,30g,0g,95mg,3520mg,68g,2g,2g,42g,Waffle House
15256,Egg & Cheese Breakfast Sandwich,270,117,13g,5g,0g,200mg,570mg,27g,1g,4g,13g,Waffle House
15257,Egg Breakfast Sandwich,220,81,9g,2g,0g,185mg,320mg,27g,1g,4g,10g,Waffle House
15258,Grilled Biscuit,380,225,25g,14g,0g,0mg,900mg,34g,1g,1g,5g,Waffle House
15259,Grilled Chicken & Two Scrambled Eggs,550,351,39g,13g,0g,805mg,555mg,3g,0g,3g,46g,Waffle House
15260,Grilled Ham Breakfast Sandwich,240,36,4g,1g,0g,30mg,1000mg,33g,1g,8g,19g,Waffle House
15261,Ham & Egg Breakfast Sandwich,330,99,11g,3g,0g,215mg,1060mg,34g,1g,9g,25g,Waffle House
15262,"Ham, Egg & Cheese Breakfast Sandwich",380,135,15g,6g,0g,230mg,1310mg,34g,1g,9g,28g,Waffle House
15263,"Ham, Egg & Cheese Grits Bowl",290,135,15g,6g,1g,225mg,1110mg,19g,1g,2g,19g,Waffle House
15264,"Ham, Egg & Cheese Hashbrown Bowl",781,351,39g,14g,0g,445mg,2110mg,66g,5g,6g,40g,Waffle House
15265,Meat Lover's Chicken & Two Scrambled Eggs,500,279,31g,9g,0g,835mg,1175mg,4g,1g,3g,54g,Waffle House
15266,Meat Lovers Three Grilled Pork Chops & Two Scrambled Eggs,1231,657,73g,23g,0g,1015mg,1835mg,3g,0g,3g,139g,Waffle House
15267,Raisin Toast,300,126,14g,6g,0g,0mg,360mg,38g,2g,16g,6g,Waffle House
15268,Sausage & Egg Breakfast Sandwich,480,297,33g,10g,0g,235mg,830mg,28g,1g,4g,20g,Waffle House
15269,Sausage Biscuit,511,333,37g,18g,0g,25mg,1160mg,34g,1g,1g,10g,Waffle House
15270,Sausage Breakfast Sandwich,390,234,26g,8g,0g,50mg,770mg,27g,1g,3g,14g,Waffle House
15271,"Sausage, Egg & Cheese Biscuit",651,432,48g,22g,0g,225mg,1470mg,35g,1g,2g,19g,Waffle House
15272,"Sausage, Egg & Cheese Breakfast Sandwich",531,333,37g,13g,0g,250mg,1080mg,28g,1g,4g,23g,Waffle House
15273,"Sausage, Egg & Cheese Grits Bowl",360,234,26g,9g,1g,225mg,870mg,17g,1g,1g,15g,Waffle House
15274,"Sausage, Egg & Cheese Hashbrown Bowl",921,540,60g,22g,0g,445mg,1620mg,63g,5g,4g,27g,Waffle House
15275,Sirloin Steak & Two Scrambled Eggs,661,414,46g,16g,1g,845mg,615mg,4g,1g,3g,59g,Waffle House
15276,T-Bone Steak & Two Scrambled Eggs,1231,657,73g,23g,0g,1015mg,1835mg,3g,0g,3g,139g,Waffle House
15277,"Texas Bacon, Egg & Cheese Breakfast Melt",731,459,51g,20g,0g,245mg,1680mg,39g,2g,5g,26g,Waffle House
15278,Texas Egg & Cheese Breakfast Melt,591,351,39g,16g,0g,215mg,1160mg,39g,2g,5g,18g,Waffle House
15279,"Texas Ham, Egg & Cheese Breakfast Melt",701,378,42g,17g,0g,245mg,1900mg,46g,2g,10g,33g,Waffle House
15280,"Texas Sausage, Egg & Cheese Breakfast Melt",851,567,63g,24g,0g,265mg,,,,,,
15281,,1670mg,40g,2g,5g,28g,Waffle House,,,,,,
15282,Texas Toast,200,108,12g,5g,0g,0mg,300mg,19g,1g,2g,3g,Waffle House
15283,Two Egg Cheese Omelet,500,414,46g,17g,0g,395mg,620mg,3g,0g,3g,17g,Waffle House
15284,Two Egg Cheesesteak Omelet,631,477,53g,20g,0g,445mg,920mg,3g,0g,3g,33g,Waffle House
15285,Two Egg Fiesta Omelet,591,432,48g,17g,0g,420mg,1510mg,12g,1g,6g,26g,Waffle House
15286,Two Egg Ham & Cheese Omelet,561,432,48g,17g,0g,420mg,1120mg,5g,0g,4g,26g,Waffle House
15287,Two Grilled Pork Chops & Two Scrambled Eggs,571,333,37g,11g,0g,840mg,1965mg,3g,0g,3g,57g,Waffle House
15288,Two Scrambled Eggs,180,126,14g,4g,0g,370mg,120mg,2g,0g,2g,12g,Waffle House
15289,"Two Scrambled Eggs with Cheese, Raisin Toast & Grits",671,351,39g,16g,0g,400mg,1280mg,56g,3g,18g,25g,Waffle House
15290,Wheat Toast,220,108,12g,5g,0g,0mg,30mg,22g,4g,2g,8g,Waffle House
15291,White Toast,230,117,13g,5g,0g,0mg,370mg,26g,1g,3g,4g,Waffle House
15292,Kids Bacon Add On,90,72,8g,3g,0g,20mg,350mg,0g,0g,0g,5g,Waffle House
15293,Kids Breakfast Sausage Add On,130,108,12g,4g,0g,25mg,260mg,0g,0g,0g,5g,Waffle House
15294,Kids Cheeseburger with Hashbrowns,706,396,44g,18g,1g,45mg,1010mg,59g,5g,5g,17g,Waffle House
15295,Kids Grilled Cheese with Hashbrowns,521,252,28g,12g,0g,30mg,1110mg,55g,4g,3g,13g,Waffle House
15296,Kids One Scrambled Egg Breakfast,90,63,7g,2g,0g,185mg,60mg,1g,0g,1g,6g,Waffle House
15297,Kids Waffle with Bacon,500,234,26g,13g,0g,70mg,1220mg,55g,2g,15g,13g,Waffle House
15298,Kids Waffle with Sausage,540,270,30g,14g,0g,75mg,1130mg,55g,2g,15g,13g,Waffle House
15299,Charbroiled Fish & Mushrooms Protein Bowl,335,144,16g,2g,0g,36mg,968mg,27g,10g,13g,26g,Waffle House
15300,Cheesesteak Melt Hashbrown Bowl,626,261,29g,13g,1g,75mg,1290mg,63g,6g,3g,26g,Waffle House
15301,Chicken Dinner,566,198,22g,8g,0g,90mg,1490mg,56g,7g,7g,37g,Waffle House
15302,Chicken Melt Hashbrown Bowl,636,225,25g,11g,1g,115mg,1920mg,64g,7g,3g,39g,Waffle House
15303,Country Ham Dinner,636,252,28g,10g,0g,95mg,2280mg,55g,6g,7g,40g,Waffle House
15304,Meat Lovers Chicken Dinner,706,216,24g,8g,0g,180mg,2420mg,57g,8g,7g,66g,Waffle House
15305,Meat Lovers Pork Chop Dinner,1296,576,64g,22g,0g,270mg,2150mg,55g,6g,7g,122g,Waffle House
15306,Pork Chop Dinner,1006,441,49g,17g,0g,180mg,1620mg,55g,6g,7g,84g,Waffle House
15307,Sirloin Steak Dinner,616,270,30g,12g,0g,60mg,870mg,55g,6g,7g,29g,Waffle House
15308,T-Bone Steak Dinner,726,333,37g,15g,1g,100mg,930mg,56g,7g,7g,42g,Waffle House
15309,Garden Salad,35,0,0g,0g,0g,0mg,20mg,7g,2g,5g,2g,Waffle House
15310,Grilled Chicken Salad,175,27,3g,1g,0g,90mg,950mg,8g,3g,5g,31g,Waffle House
15311,BLT Sandwich,275,126,14g,4g,0g,30mg,780mg,27g,1g,4g,12g,Waffle House
15312,Double Angus Quarter Pound Cheeseburger Deluxe,891,594,66g,28g,2g,150mg,1100mg,29g,2g,5g,40g,Waffle House
15313,Double Original Angus Cheeseburger,626,414,46g,19g,1g,75mg,800mg,30g,2g,5g,21g,Waffle House
15314,Double Original Angus Hamburger,576,378,42g,16g,1g,60mg,550mg,30g,2g,5g,18g,Waffle House
15315,Grilled Cheese Sandwich,330,189,21g,10g,0g,30mg,870mg,26g,1g,3g,10g,Waffle House
15316,Grilled Chicken Sandwich Deluxe,490,234,26g,10g,0g,90mg,1420mg,30g,3g,5g,33g,Waffle House
15317,"Grilled chicken, Bacon, Cheese Deluxe Sandwich",631,351,39g,15g,0g,125mg,2020mg,30g,3g,5g,41g,Waffle House
15318,Ham & Cheese Sandwich,295,72,8g,4g,0g,45mg,1250mg,34g,1g,9g,22g,Waffle House
15319,Ham & Cheese Waffle Sandwich,380,171,19g,8g,0g,45mg,1320mg,29g,4g,7g,26g,Waffle House
15320,Original Angus Cheeseburger,516,333,37g,15g,1g,45mg,770mg,30g,2g,5g,14g,Waffle House
15321,Original Angus Hamburger,466,297,33g,12g,1g,30mg, 520mg,30g,2g,5g,11g,Waffle House
15322,Quarter Pound Angus Cheeseburger Deluxe,621,405,45g,18g,1g,75mg,795mg,29g,2g,5g,22g,Waffle House
15323,Quarter Pound Angus Hamburger Deluxe,561,369,41g,16g,2g,60mg,540mg,27g,1g,4g,19g,Waffle House
15324,Texas Angus Patty Melt,731,450,50g,21g,2g,85mg,1160mg,42g,3g,6g,26g,Waffle House
15325,Texas Bacon Lover's BLT Sandwich,636,396,44g,16g,0g,50mg,1470mg,39g,2g,5g,19g,Waffle House
15326,Texas Cheesesteak Melt,651,360,40g,17g,1g,75mg,1400mg,42g,3g,6g,28g,Waffle House
15327,Texas Grilled Chicken Melt,661,315,35g,15g,1g,115mg,2040mg,43g,3g,6g,41g,Waffle House
15328,Biscuit & Sausage Gravy Side,471,270,30g,16g,0g,5mg,1810mg,44g,1g,3g,6g,Waffle House
15329,Cheese Grits Side,140,63,7g,3g,0g,15mg,550mg,16g,1g,0g,4g,Waffle House
15330,City Ham Side,110,27,3g,1g,0g,30mg,740mg,7g,0g,5g,15g,Waffle House
15331,Country Ham Side,210,81,9g,3g,0g,95mg,1720mg,0g,0g,0g,32g,Waffle House
15332,Grits Side,90,27,3g,1g,0g,0mg,300mg,16g ,1g,0g,1g,Waffle House
15333,Hickory Smoked Ham Side,120,27,3g,0g,0g,50mg,1000mg,4g,0g,2g,18g,Waffle House
15334,Bert's Chili Topping,80,27,3g,1g,0g,5mg,380mg,8g,2g,1g,5g,Waffle House
15335,Chocolate Chips for Waffles,122,54,6g,4g,0g,0mg,0mg,16g,1g,13g,1g,Waffle House
15336,Grilled Mushrooms,20,0,0g,0g,0g,0mg,280mg,3g,1g,1g,2g,Waffle House
15337,Grilled Tomatoes,5,0,0g,0g,0g,0mg,0mg,1g,0g,1g,0g,Waffle House
15338,Hickory Smoked Ham,60,18,2g,0g,0g,25mg,500mg,2g,0g,1g,9g,Waffle House
15339,Jalapeno Peppers,10,0,0g,0g,0g,0mg,390mg,2g,0g,0g,0g,Waffle House
15340,Melted American Cheese,50,36,4g,3g,0g,15mg,250mg,0g,0g,0g,3g,Waffle House
15341,Peanut Butter Chips for Waffles,150,72,8g,7g,0g,0mg,95mg,17g,1g,16g,3g,Waffle House
15342,Pecans for Waffles,150,135,15g,2g,0g,0mg,0mg,3g,2g,1g,2g,Waffle House
15343,Sausage Gravy,90,45,5g,2g,0g,5mg,910mg,10g,0g,2g,1g,Waffle House
15344,Sauteed Onions,15,0,0g,0g,0g,0mg,0mg,3g,1g,1g,0g,Waffle House
15345,Apple Fritter,640,240,26g,13g,0g,0mg,620mg,96g,3g,47g,9g,Wawa
15346,Banana Nut Muffin,580,270,30g,6g,0g,90mg,540mg,69g,1g,39g,7g,Wawa
15347,Blueberry Muffin,560,250,28g,6g,0g,85mg,500mg,70g,2g,37g,6g,Wawa
15348,Boston Creme Donut,370,160,18g,9g,0g,0mg,370mg,47g,1g,17g,5g,Wawa
15349,Cheese Croissant,380,200,22g,13g,0g,70mg,410mg,38g,1g,7g,8g,Wawa
15350,Cherry Cheese Danish,350,190,21g,13g,0g,60mg,300mg,35g,0g,13g,5g,Wawa
15351,Chocolate Chip Cookie,390,150,17g,10g,0g,55mg,360mg,59g,0g,37g,5g,Wawa
15352,Chocolate Chip Muffin,570,280,31g,8g,0g,85mg,510mg,68g,2g,41g,6g,Wawa
15353,Chocolate Chunk Brownie,490,190,21g,7g,0g,0mg,260mg,72g,0g,47g,5g,Wawa
15354,Chocolate Croissant,400,200,22g,13g,0g,75mg,420mg,45g,2g,7g,9g,Wawa
15355,Chocolate Frosted Donut w/ Sprinkles,270,110,12g,7g,0g,0mg,310mg,37g,1g,19g,4g,Wawa
15356,Cinnamon Twist,340,140,16g,8g,0g,5mg,430mg,44g,1g,12g,6g,Wawa
15357,Coffee Cake Muffin,650,310,34g,9g,0g,90mg,480mg,80g,1g,47g,6g,Wawa
15358,Coffee Roll,540,230,26g,13g,0g,10mg,570mg,68g,2g,25g,9g,Wawa
15359,Croissant,200,90,10g,5g,0g,25mg,210mg,24g, 2g,4g,4g,Wawa
15360,Everything Pretzel,280,25,3g,1g,0g,0mg,1180mg,55g,5g,2g,10g,Wawa
15361,Glazed Bow Tie,340,120,13g,5g,0g,0mg,420mg,51g,0g,18g,6g,Wawa
15362,Glazed Donut,260,100,11g,6g,0g,0mg,310mg,35g,0g,16g,4g,Wawa
15363,Glazed Old Fashioned Cake Donut,350,100,11g,5g,0g,0mg,520mg,58g,1g,35g,5g,Wawa
15364,Glazed Twist,390,140,16g,8g,0g,10mg,510mg,56g,1g,28g,7g,Wawa
15365,Old Fashioned Donut,330,160,18g,8g,0g,20mg,430mg,38g,2g,13g,6g,Wawa
15366,Pumpkin Glazed Cake Donut,300,110,12g,4.5g,0g,25mg,360mg,45g,1g,22g,4g,Wawa
15367,Rainbow Cookie,370,120,13g,8g,0g,55mg,240mg,61g,0g,35g,4g,Wawa
15368,Red Velvet Cake Donut,360,100,12g,4.5g,0g,25mg,610mg,59g,1g,29g,5g,Wawa
15369,Shamrock Donut,300,140,16g,8g,0g,5mg,270mg,34g,0g,16g,4g,Wawa
15370,Snickerdoodle Cookie,430,150,17g,10g,0g,80mg,310mg,62g,0g,33g,6g,Wawa
15371,Soft Pretzel,330,30,3.5g,1.5g,0g,0mg,830mg,65g,4g,2g,12g,Wawa
15372,Sugar Ring Donut,250,90,10g,2g,0g,0mg,320mg,34g,1g,10g,5g,Wawa
15373,Triple Berry Muffin,500,250,28g,5g,0g,95mg,480mg,62g,2g,36g,7g,Wawa
15374,Vanilla Frosted Sprinkle Donut,270,90,10g,6g,0g,0mg,310mg,40g,1g,17g,4g,Wawa
15375,Vanilla Iced Donut,270,80,9g,4g,0g,0mg,280mg,43g,1g,21g,4g,Wawa
15376,Vanilla Iced Sprinkle Donut,270,100,11g,4.5g,0g,0mg,280mg,40g,0g,16g,0g,Wawa
15377,Walnut Delight,410,150,17g,6g,0g,40mg,320mg,49g,0g,30g,4g,Wawa
15378,1% Milk,200,45,4.5g,3g,0g,25mg,210mg,24g,0g,24g,16g,Wawa
15379,2% Milk,240,90,10g,6g,0g,40mg,230mg,23g,0g, 23g,16g,Wawa
15380,Blackberry Iced Tea,160,0,0g,0g,0g,0mg,20mg,41g,0g,39g,0g,Wawa
15381,Chocolate Milk,320,40,4.5g,3g,0g,25mg,400mg,54g,1g,51g,16g,Wawa
